1445,1,1,1,1942.973728,800.630060,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.039227,-0.431493,10.355823,1,27.592903,15.167755,1,
1605,2,2,1,112.269256,999.837766,1,0.000000,-0.010000,0.020000,0.950000,2.000000,-1.690000,1,0.078453,-0.549172,10.395049,1,27.592903,15.144867,1,
1711,3,2,1,111.679308,999.907866,1,-0.020000,-0.040000,0.010000,0.890000,1.880000,-1.560000,1,0.078453,-0.431493,10.708862,1,27.592903,15.129608,1,
1808,4,2,1,112.004476,999.869227,1,0.010000,-0.010000,0.040000,1.070000,1.710000,-1.440000,1,0.000000,-0.549172,10.238143,1,27.614353,15.137238,1,
1916,5,2,1,112.004476,999.869227,1,-0.020000,0.000000,-0.010000,0.950000,1.940000,-1.500000,1,0.000000,-0.431493,10.120463,1,27.592903,15.129608,1,
2013,6,2,1,111.550136,999.923215,1,-0.010000,-0.020000,0.020000,1.010000,1.940000,-1.560000,1,0.156906,-0.509946,10.081236,1,27.592903,15.129608,1,
2109,7,2,1,111.881735,999.883812,1,0.000000,0.020000,0.010000,1.130000,1.770000,-1.500000,1,0.156906,-0.392266,10.316596,1,27.625078,15.129608,1,
2216,8,2,1,111.752566,999.899161,1,0.000000,0.020000,0.020000,1.130000,1.880000,-1.750000,1,0.000000,-0.470719,10.198916,1,27.614353,15.137238,1,
2313,9,2,1,111.795622,999.894045,1,0.000000,-0.010000,0.000000,1.070000,1.940000,-1.560000,1,0.039227,-0.392266,10.120463,1,27.625078,15.137238,1,
2410,10,2,1,112.084164,999.859759,1,-0.040000,-0.010000,0.000000,1.130000,1.820000,-1.380000,1,0.000000,-0.509946,10.042010,1,27.592903,15.129608,1,
2507,11,2,1,111.464022,999.933448,1,-0.040000,0.000000,0.000000,1.190000,1.880000,-1.630000,1,0.039227,-0.470719,10.434276,1,27.603628,15.129608,1,
2616,12,2,1,112.127221,999.854643,1,-0.010000,-0.010000,0.020000,1.070000,1.820000,-1.500000,1,0.274586,-0.549172,10.395049,1,27.603628,15.129608,1,
2711,13,2,1,111.672872,999.908631,1,-0.040000,-0.020000,0.020000,1.070000,1.820000,-1.500000,1,0.078453,-0.509946,10.316596,1,27.625078,15.121979,1,
2807,14,2,1,111.795622,999.894045,1,-0.010000,-0.020000,0.010000,1.130000,1.820000,-1.440000,1,0.117680,-0.549172,10.198916,1,27.614353,15.114349,1,
2914,15,2,1,111.298237,999.953149,1,-0.010000,0.020000,0.020000,1.130000,1.880000,-1.630000,1,-0.039227,-0.392266,10.708862,1,27.592903,15.114349,1,
3011,16,2,1,111.291797,999.953914,1,-0.050000,-0.060000,0.020000,1.070000,1.820000,-1.500000,1,0.000000,-0.470719,9.767424,1,27.603628,15.114349,1,
3108,17,2,1,111.586758,999.918863,1,0.010000,0.010000,0.000000,1.070000,1.710000,-1.500000,1,0.117680,-0.549172,10.238143,1,27.625078,15.106720,1,
3205,18,2,1,111.500646,999.929096,1,-0.010000,0.000000,0.000000,1.240000,1.940000,-1.690000,1,0.117680,-0.509946,10.591182,1,27.592903,15.114349,1,
3312,19,2,1,111.709510,999.904277,1,0.050000,0.050000,0.010000,1.240000,1.710000,-1.500000,1,0.000000,-0.588399,10.473502,1,27.614353,15.114349,1,
3408,20,2,1,111.709510,999.904277,1,0.050000,0.030000,0.000000,1.070000,1.650000,-1.630000,1,0.156906,-0.392266,9.728197,1,27.592903,15.114349,1,
3504,21,2,1,111.255180,999.958265,1,0.040000,0.030000,0.010000,0.950000,1.940000,-1.630000,1,0.117680,-0.392266,10.120463,1,27.603628,15.121979,1,
3611,22,2,1,111.543702,999.923980,1,-0.030000,0.000000,0.000000,1.240000,1.880000,-1.630000,1,0.000000,-0.549172,10.355823,1,27.603628,15.114349,1,
3708,23,2,1,111.832252,999.889692,1,0.030000,0.010000,0.010000,1.130000,1.880000,-1.630000,1,0.078453,-0.588399,10.120463,1,27.603628,15.114349,1,
3805,24,2,1,111.918364,999.879460,1,0.000000,0.010000,0.010000,1.010000,1.710000,-1.500000,1,0.156906,-0.509946,10.159690,1,27.592903,15.114349,1,
3902,25,2,1,111.918364,999.879460,1,0.050000,0.010000,0.020000,1.010000,1.710000,-1.690000,1,0.078453,-0.392266,9.924330,1,27.625078,15.114349,1,
4010,26,2,1,111.543702,999.923980,1,0.010000,-0.010000,0.000000,1.070000,1.820000,-1.560000,1,0.039227,-0.470719,10.473502,1,27.625078,15.114349,1,
4109,27,2,1,111.586758,999.918863,1,-0.020000,0.000000,0.000000,0.950000,1.940000,-1.500000,1,0.000000,-0.470719,10.473502,1,27.603628,15.106720,1,
4205,28,2,1,111.500646,999.929096,1,-0.020000,0.000000,0.020000,1.010000,1.770000,-1.750000,1,0.039227,-0.509946,10.002783,1,27.625078,15.106720,1,
4313,29,2,1,111.500646,999.929096,1,-0.020000,0.000000,0.010000,1.360000,2.120000,-1.690000,1,0.039227,-0.392266,10.081236,1,27.603628,15.114349,1,
4408,30,2,1,111.918364,999.879460,1,-0.030000,0.000000,0.020000,1.010000,1.770000,-1.500000,1,-0.039227,-0.431493,10.159690,1,27.614353,15.106720,1,
4504,31,2,1,111.961420,999.874344,1,0.020000,0.020000,0.010000,1.190000,1.710000,-1.560000,1,0.156906,-0.509946,10.238143,1,27.603628,15.106720,1,
4600,32,2,1,111.500646,999.929096,1,-0.030000,0.040000,0.000000,1.070000,1.880000,-1.630000,1,0.039227,-0.549172,10.355823,1,27.614353,15.106720,1,
4708,33,2,1,111.709510,999.904277,1,0.010000,-0.060000,0.010000,1.190000,1.820000,-1.440000,1,0.078453,-0.588399,10.473502,1,27.614353,15.099091,1,
4804,34,2,1,111.709510,999.904277,1,-0.010000,-0.010000,0.000000,1.130000,1.940000,-1.560000,1,0.196133,-0.509946,9.885103,1,27.603628,15.099091,1,
4901,35,2,1,111.795622,999.894045,1,0.010000,-0.040000,0.000000,0.950000,1.880000,-1.500000,1,0.000000,-0.470719,10.473502,1,27.603628,15.106720,1,
5010,36,2,1,111.377909,999.943681,1,-0.040000,-0.020000,0.030000,1.130000,2.000000,-1.750000,1,0.039227,-0.509946,10.198916,1,27.614353,15.099091,1,
5105,37,2,1,111.543702,999.923980,1,0.000000,-0.020000,0.000000,1.130000,1.940000,-1.630000,1,0.235360,-0.470719,10.473502,1,27.625078,15.091461,1,
5201,38,2,1,111.457590,999.934212,1,-0.030000,-0.030000,0.020000,0.890000,1.880000,-1.560000,1,0.039227,-0.470719,9.806650,1,27.603628,15.106720,1,
5297,39,2,1,112.249963,999.840058,1,-0.020000,0.010000,0.020000,1.240000,1.820000,-1.630000,1,0.117680,-0.509946,10.355823,1,27.603628,15.091461,1,
5405,40,2,1,111.709510,999.904277,1,-0.050000,-0.040000,0.000000,1.070000,1.880000,-1.560000,1,0.000000,-0.470719,10.277369,1,27.614353,15.091461,1,
5502,41,2,1,111.752566,999.899161,1,0.000000,0.000000,0.010000,1.070000,1.820000,-1.690000,1,0.274586,-0.509946,10.355823,1,27.592903,15.099091,1,
5599,42,2,1,111.543702,999.923980,1,-0.040000,-0.030000,0.040000,0.890000,1.650000,-1.560000,1,0.235360,-0.431493,10.669635,1,27.614353,15.091461,1,
5707,43,2,1,111.586758,999.918863,1,-0.020000,0.010000,0.020000,1.130000,1.880000,-1.690000,1,0.117680,-0.470719,10.277369,1,27.614353,15.083832,1,
5802,44,2,1,111.924792,999.878696,1,-0.020000,-0.060000,0.010000,1.070000,1.710000,-1.630000,1,0.117680,-0.470719,10.238143,1,27.603628,15.106720,1,
5898,45,2,1,111.918364,999.879460,1,0.010000,-0.060000,0.030000,1.130000,2.060000,-1.630000,1,0.117680,-0.509946,10.395049,1,27.625078,15.099091,1,
5994,46,2,1,111.875308,999.884576,1,-0.030000,-0.010000,0.000000,1.240000,1.820000,-1.690000,1,0.078453,-0.392266,10.473502,1,27.582178,15.099091,1,
6102,47,2,1,111.586758,999.918863,1,0.010000,0.020000,0.010000,1.130000,1.820000,-1.630000,1,0.039227,-0.470719,10.159690,1,27.603628,15.091461,1,
6199,48,2,1,111.752566,999.899161,1,-0.020000,-0.020000,0.030000,1.130000,1.820000,-1.380000,1,0.117680,-0.509946,10.512729,1,27.603628,15.083832,1,
6295,49,2,1,111.752566,999.899161,1,0.000000,-0.030000,0.010000,1.190000,1.940000,-1.630000,1,0.000000,-0.627626,10.316596,1,27.592903,15.091461,1,
6404,50,2,1,112.084164,999.859759,1,-0.020000,-0.030000,0.010000,1.070000,1.820000,-1.500000,1,0.078453,-0.549172,10.395049,1,27.582178,15.083832,1,
6499,51,2,1,111.586758,999.918863,1,-0.020000,-0.030000,0.020000,1.010000,2.120000,-1.560000,1,0.000000,-0.392266,10.159690,1,27.614353,15.076202,1,
6595,52,2,1,111.752566,999.899161,1,-0.010000,-0.030000,0.020000,1.070000,1.820000,-1.500000,1,0.000000,-0.509946,10.669635,1,27.625078,15.083832,1,
6703,53,2,1,111.298237,999.953149,1,0.030000,0.010000,0.010000,1.010000,1.880000,-1.500000,1,0.196133,-0.549172,10.551956,1,27.603628,15.083832,1,
6801,54,2,1,111.464022,999.933448,1,0.000000,0.020000,0.000000,1.070000,2.180000,-1.310000,1,0.235360,-0.509946,10.081236,1,27.603628,15.076202,1,
6897,55,2,1,111.961420,999.874344,1,0.010000,0.000000,0.020000,1.300000,2.000000,-1.440000,1,0.117680,-0.627626,10.708862,1,27.625078,15.076202,1,
6994,56,2,1,111.709510,999.904277,1,-0.010000,-0.010000,0.010000,1.240000,1.940000,-1.440000,1,0.000000,-0.431493,10.787315,1,27.625078,15.076202,1,
