15954,1,1,1,1942.973728,800.630060,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.313813,-0.274586,10.512729,1,27.539277,16.861481,1,Key armed,
16115,2,2,1,73.009613,1004.511467,1,-0.020000,0.000000,0.010000,-0.290000,1.650000,-0.370000,1,0.431493,-0.313813,10.081236,1,27.528552,16.830963,1,
16218,3,2,1,72.793986,1004.537186,1,-0.020000,0.000000,0.000000,-0.290000,1.410000,-0.250000,1,0.353039,-0.313813,10.473502,1,27.528552,16.815704,1,
16313,4,2,1,72.743414,1004.543217,1,-0.020000,-0.030000,0.010000,-0.290000,1.290000,-0.250000,1,0.353039,-0.235360,10.277369,1,27.517827,16.815704,1,
16421,5,2,1,73.037848,1004.508100,1,-0.010000,-0.050000,0.030000,-0.290000,1.590000,-0.310000,1,0.313813,-0.392266,10.042010,1,27.528552,16.792816,1,
16517,6,2,1,73.116650,1004.498701,1,-0.020000,-0.010000,0.000000,-0.110000,1.290000,-0.310000,1,0.235360,-0.274586,10.277369,1,27.528552,16.815704,1,
16614,7,2,1,73.195472,1004.489300,1,0.000000,0.000000,0.010000,-0.410000,1.290000,-0.370000,1,0.313813,-0.274586,10.159690,1,27.517827,16.815704,1,
16723,8,2,1,72.908477,1004.523530,1,-0.020000,-0.030000,0.020000,-0.230000,1.350000,-0.440000,1,0.353039,-0.274586,10.512729,1,27.539277,16.808075,1,
16818,9,2,1,73.030403,1004.508988,1,-0.030000,0.010000,0.000000,-0.230000,1.590000,-0.310000,1,0.313813,-0.235360,10.198916,1,27.539277,16.800446,1,
16914,10,2,1,72.987280,1004.514131,1,0.000000,-0.020000,0.010000,-0.170000,1.470000,-0.250000,1,0.431493,-0.235360,10.159690,1,27.528552,16.800446,1,
17010,11,2,1,73.073526,1004.503844,1,-0.010000,-0.010000,-0.010000,-0.350000,1.350000,-0.370000,1,0.353039,-0.235360,10.198916,1,27.539277,16.808075,1,
17120,12,2,1,72.743414,1004.543217,1,-0.030000,0.000000,0.000000,-0.290000,1.290000,-0.120000,1,0.470719,-0.313813,10.434276,1,27.539277,16.808075,1,
17217,13,2,1,72.865354,1004.528673,1,0.000000,-0.020000,0.010000,-0.350000,1.530000,-0.310000,1,0.353039,-0.392266,10.159690,1,27.517827,16.808075,1,
17314,14,2,1,73.152349,1004.494443,1,-0.030000,0.000000,0.020000,-0.290000,1.470000,-0.180000,1,0.431493,-0.313813,10.512729,1,27.528552,16.815704,1,
17422,15,2,1,73.116650,1004.498701,1,-0.030000,-0.020000,0.010000,-0.290000,1.350000,-0.310000,1,0.431493,-0.235360,10.238143,1,27.571453,16.815704,1,
